Sequence,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList,English (United States),IUCN_Red_List_Category
32606,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus cristatus cristatellus,,,
32607,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus cristatus fallax,,,
32608,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus cristatus huarandosae,,,
32609,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus cristatus madeirae,,,
32610,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus cristatus pallidigula,,,
32611,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus cristatus brunneus,,,
32612,species,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus rufiventer,Yellow-crested Tanager,Yellow-crested Tanager,LC
32613,species,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus luctuosus,White-shouldered Tanager,White-shouldered Tanager,LC
32614,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus luctuosus axillaris,,,
32615,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus luctuosus nitidissimus,,,
32616,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus luctuosus panamensis,,,
32617,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus luctuosus luctuosus,,,
32618,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Loriotus luctuosus flaviventris,,,
32619,genus,Passeriformes,Thraupidae,Tanagers and Allies,Coryphospingus,,,
32620,species,Passeriformes,Thraupidae,Tanagers and Allies,Coryphospingus cucullatus,Red Pileated Finch,Red-crested Finch,LC
32621,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Coryphospingus cucullatus cucullatus,,,
32622,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Coryphospingus cucullatus rubescens,,,
32623,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Coryphospingus cucullatus fargoi,,,
32624,species,Passeriformes,Thraupidae,Tanagers and Allies,Coryphospingus pileatus,Grey Pileated Finch,Pileated Finch,LC
32625,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Coryphospingus pileatus rostratus,,,
32626,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Coryphospingus pileatus brevicaudus,,,
32627,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Coryphospingus pileatus pileatus,,,
32628,genus,Passeriformes,Thraupidae,Tanagers and Allies,Rhodospingus,,,
32629,species,Passeriformes,Thraupidae,Tanagers and Allies,Rhodospingus cruentus,Crimson-breasted Finch,Crimson-breasted Finch,LC
32630,genus,Passeriformes,Thraupidae,Tanagers and Allies,Lanio,,,
32631,species,Passeriformes,Thraupidae,Tanagers and Allies,Lanio fulvus,Fulvous Shrike-Tanager,Fulvous Shrike-Tanager,LC
32632,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Lanio fulvus peruvianus,,,
32633,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Lanio fulvus fulvus,,,
32634,species,Passeriformes,Thraupidae,Tanagers and Allies,Lanio versicolor,White-winged Shrike-Tanager,White-winged Shrike-Tanager,LC
32635,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Lanio versicolor versicolor,,,
32636,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Lanio versicolor parvus,,,
32637,species,Passeriformes,Thraupidae,Tanagers and Allies,Lanio aurantius,Black-throated Shrike-Tanager,Black-throated Shrike-Tanager,LC
32638,species,Passeriformes,Thraupidae,Tanagers and Allies,Lanio leucothorax,White-throated Shrike-Tanager,White-throated Shrike-Tanager,NT
32639,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Lanio leucothorax leucothorax,,,
32640,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Lanio leucothorax reversus,,,
32641,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Lanio leucothorax melanopygius,,,
32642,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Lanio leucothorax ictus,,,
32643,genus,Passeriformes,Thraupidae,Tanagers and Allies,Tachyphonus,,,
32644,species,Passeriformes,Thraupidae,Tanagers and Allies,Tachyphonus surinamus,Fulvous-crested Tanager,Fulvous-crested Tanager,LC
32645,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Tachyphonus surinamus surinamus,,,
32646,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Tachyphonus surinamus brevipes,,,
32647,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Tachyphonus surinamus napensis,,,
32648,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Tachyphonus surinamus insignis,,,
32649,species,Passeriformes,Thraupidae,Tanagers and Allies,Tachyphonus delatrii,Tawny-crested Tanager,Tawny-crested Tanager,LC
32650,species,Passeriformes,Thraupidae,Tanagers and Allies,Tachyphonus coronatus,Ruby-crowned Tanager,Ruby-crowned Tanager,LC
32651,species,Passeriformes,Thraupidae,Tanagers and Allies,Tachyphonus rufus,White-lined Tanager,White-lined Tanager,LC
32652,species,Passeriformes,Thraupidae,Tanagers and Allies,Tachyphonus phoenicius,Red-shouldered Tanager,Red-shouldered Tanager,LC
32653,genus,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus,,,
32654,species,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus sanguinolentus,Crimson-collared Tanager,Crimson-collared Tanager,LC
32655,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus sanguinolentus sanguinolentus,,,
32656,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus sanguinolentus apricus,,,
32657,species,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus flammigerus,Flame-rumped Tanager,Flame-rumped Tanager,LC
32658,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus flammigerus flammigerus,,,
32659,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus flammigerus icteronotus,,,
32660,species,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus passerinii,Scarlet-rumped Tanager,Scarlet-rumped Tanager,LC
32661,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus passerinii passerinii,,,
32662,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus passerinii costaricensis,,,
32663,species,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus bresilia,Brazilian Tanager,Brazilian Tanager,LC
32664,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus bresilia bresilia,,,
32665,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus bresilia dorsalis,,,
32666,species,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus melanogaster,Huallaga Tanager,Black-bellied Tanager,LC
32667,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus melanogaster melanogaster,,,
32668,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus melanogaster transitus,,,
32669,species,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus carbo,Silver-beaked Tanager,Silver-beaked Tanager,LC
32670,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus carbo unicolor,,,
32671,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus carbo capitalis,,,
32672,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus carbo magnirostris,,,
32673,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus carbo carbo,,,
32674,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus carbo venezuelensis,,,
32675,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus carbo connectens,,,
32676,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus carbo atrosericeus,,,
32677,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus carbo centralis,,,
32678,species,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus nigrogularis,Masked Crimson Tanager,Masked Crimson Tanager,LC
32679,species,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus dimidiatus,Crimson-backed Tanager,Crimson-backed Tanager,LC
32680,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus dimidiatus arestus,,,
32681,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus dimidiatus limatus,,,
32682,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus dimidiatus dimidiatus,,,
32683,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Ramphocelus dimidiatus molochinus,,,
32684,genus,Passeriformes,Thraupidae,Tanagers and Allies,Charitospiza,,,
32685,species,Passeriformes,Thraupidae,Tanagers and Allies,Charitospiza eucosma,Coal-crested Finch,Coal-crested Finch,NT
32686,genus,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum,,,
32687,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum bicolor,Bicolored Conebill,Bicolored Conebill,NT
32688,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum bicolor bicolor,,,
32689,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum bicolor minus,,,
32690,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum margaritae,Pearly-breasted Conebill,Pearly-breasted Conebill,VU
32691,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum speciosum,Chestnut-vented Conebill,Chestnut-vented Conebill,LC
32692,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum speciosum guaricola,,,
32693,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum speciosum amazonum,,,
32694,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum speciosum speciosum,,,
32695,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum leucogenys,White-eared Conebill,White-eared Conebill,LC
32696,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum leucogenys panamense,,,
32697,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum leucogenys leucogenys,,,
32698,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum leucogenys cyanochroum,,,
32699,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum binghami,Giant Conebill,Giant Conebill,NT
32700,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum ferrugineiventre,White-browed Conebill,White-browed Conebill,LC
32701,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum sitticolor,Blue-backed Conebill,Blue-backed Conebill,LC
32702,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum sitticolor pallidum,,,
32703,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum sitticolor intermedium,,,
32704,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum sitticolor sitticolor,,,
32705,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum sitticolor cyaneum,,,
32706,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum albifrons,Capped Conebill,Capped Conebill,LC
32707,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum albifrons cyanonotum,,,
32708,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum albifrons albifrons,,,
32709,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum albifrons centralandium,,,
32710,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum albifrons atrocyaneum,,,
32711,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum albifrons sordidum,,,
32712,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum albifrons lugens,,,
32713,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum tamarugense,Tamarugo Conebill,Tamarugo Conebill,LC
32714,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum rufum,Rufous-browed Conebill,Rufous-browed Conebill,LC
32715,species,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum cinereum,Cinereous Conebill,Cinereous Conebill,LC
32716,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum cinereum fraseri,,,
32717,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum cinereum littorale,,,
32718,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Conirostrum cinereum cinereum,,,
32719,genus,Passeriformes,Thraupidae,Tanagers and Allies,Phrygilus,,,
32720,species,Passeriformes,Thraupidae,Tanagers and Allies,Phrygilus atriceps,Black-hooded Sierra Finch,Black-hooded Sierra Finch,LC
32721,species,Passeriformes,Thraupidae,Tanagers and Allies,Phrygilus punensis,Peruvian Sierra Finch,Peruvian Sierra Finch,LC
32722,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Phrygilus punensis chloronotus,,,
32723,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Phrygilus punensis punensis,,,
32724,species,Passeriformes,Thraupidae,Tanagers and Allies,Phrygilus gayi,Grey-hooded Sierra Finch,Gray-hooded Sierra Finch,LC
32725,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Phrygilus gayi gayi,,,
32726,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Phrygilus gayi minor,,,
32727,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Phrygilus gayi caniceps,,,
32728,species,Passeriformes,Thraupidae,Tanagers and Allies,Phrygilus patagonicus,Patagonian Sierra Finch,Patagonian Sierra Finch,LC
32729,genus,Passeriformes,Thraupidae,Tanagers and Allies,Nesospiza,,,
32730,species,Passeriformes,Thraupidae,Tanagers and Allies,Nesospiza acunhae,Inaccessible Island Finch,Inaccessible Island Finch,VU
32731,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Nesospiza acunhae acunhae,,,
32732,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Nesospiza acunhae dunnei,,,
32733,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Nesospiza acunhae fraseri,,,
32734,species,Passeriformes,Thraupidae,Tanagers and Allies,Nesospiza questi,Nightingale Island Finch,Nightingale Island Finch,VU
32735,species,Passeriformes,Thraupidae,Tanagers and Allies,Nesospiza wilkinsi,Wilkins's Finch,Wilkins's Finch,CR
32736,genus,Passeriformes,Thraupidae,Tanagers and Allies,Rowettia,,,
32737,species,Passeriformes,Thraupidae,Tanagers and Allies,Rowettia goughensis,Gough Finch,Gough Island Finch,CR
32738,genus,Passeriformes,Thraupidae,Tanagers and Allies,Melanodera,,,
32739,species,Passeriformes,Thraupidae,Tanagers and Allies,Melanodera melanodera,White-bridled Finch,White-bridled Finch,LC
32740,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Melanodera melanodera princetoniana,,,
32741,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Melanodera melanodera melanodera,,,
32742,species,Passeriformes,Thraupidae,Tanagers and Allies,Melanodera xanthogramma,Yellow-bridled Finch,Yellow-bridled Finch,LC
32743,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Melanodera xanthogramma barrosi,,,
32744,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Melanodera xanthogramma xanthogramma,,,
32745,genus,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis,,,
32746,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis citrina,Stripe-tailed Yellow Finch,Stripe-tailed Yellow-Finch,LC
32747,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis citrina browni,,,
32748,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis citrina citrina,,,
32749,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis citrina occidentalis,,,
32750,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis lutea,Puna Yellow Finch,Puna Yellow-Finch,LC
32751,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis uropygialis,Bright-rumped Yellow Finch,Bright-rumped Yellow-Finch,LC
32752,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis uropygialis sharpei,,,
32753,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis uropygialis uropygialis,,,
32754,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis luteocephala,Citron-headed Yellow Finch,Citron-headed Yellow-Finch,LC
32755,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis auriventris,Greater Yellow Finch,Greater Yellow-Finch,LC
32756,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis olivascens,Greenish Yellow Finch,Greenish Yellow-Finch,LC
32757,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis olivascens salvini,,,
32758,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis olivascens chloris,,,
32759,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis olivascens olivascens,,,
32760,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis mendozae,Monte Yellow Finch,Monte Yellow-Finch,LC
32761,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis lebruni,Patagonian Yellow Finch,Patagonian Yellow-Finch,LC
32762,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis columbiana,Orange-fronted Yellow Finch,Orange-fronted Yellow-Finch,LC
32763,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis columbiana columbiana,,,
32764,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis columbiana leopoldinae,,,
32765,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis columbiana goeldii,,,
32766,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis flaveola,Saffron Finch,Saffron Finch,LC
32767,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis flaveola flaveola,,,
32768,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis flaveola valida,,,
32769,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis flaveola brasiliensis,,,
32770,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis flaveola pelzelni,,,
32771,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis flaveola koenigi,,,
32772,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis luteola,Grassland Yellow Finch,Grassland Yellow-Finch,LC
32773,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis luteola chrysops,,,
32774,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis luteola mexicana,,,
32775,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis luteola eisenmanni,,,
32776,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis luteola bogotensis,,,
32777,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis luteola luteola,,,
32778,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis luteola flavissima,,,
32779,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis luteola chapmani,,,
32780,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis luteola luteiventris,,,
32781,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis raimondii,Raimondi's Yellow Finch,Raimondi's Yellow-Finch,LC
32782,species,Passeriformes,Thraupidae,Tanagers and Allies,Sicalis taczanowskii,Sulphur-throated Finch,Sulphur-throated Finch,LC
32783,genus,Passeriformes,Thraupidae,Tanagers and Allies,Idiopsar,,,
32784,species,Passeriformes,Thraupidae,Tanagers and Allies,Idiopsar dorsalis,Red-backed Sierra Finch,Red-backed Sierra Finch,LC
32785,species,Passeriformes,Thraupidae,Tanagers and Allies,Idiopsar erythronotus,White-throated Sierra Finch,White-throated Sierra Finch,LC
32786,species,Passeriformes,Thraupidae,Tanagers and Allies,Idiopsar speculifer,Glacier Finch,Glacier Finch,LC
32787,subspecies,Passeriformes,Thraupidae,Tanagers and Allies,Idiopsar speculifer magnirostris,,,
